MachineID,Age,Temperature,Pressure,Vibration,Humidity,FailureType,RUL
5,989,69.82267791,95.11314446,44.4480274,26.40771546,Without Failure,1065
9,483,92.731601,97.27257475,49.0538668,38.0806936,Overheating,73
1,1725,74.25262534,92.19614608,39.43896893,27.84970703,Without Failure,777
5,128,57.8765316,99.72938052,49.26677258,64.47297189,Without Failure,1397
7,318,80.94382371,102.6321775,37.65526913,31.21885788,Without Failure,1450
6,706,73.62672373,91.78213957,50.2118902,50.93415984,Power Failure,26
6,508,74.25952326,96.45085317,55.63146173,25.26135273,Without Failure,800
7,19,83.88815816,93.0147315,52.74296586,35.63655845,Without Failure,1587
6,1834,72.38975786,93.05286806,51.61513852,37.8340834,Without Failure,1689
5,751,72.09824461,100.3087308,52.58682557,36.85138419,Without Failure,531
10,234,62.46475451,61.63264411,46.36348077,39.60706978,Without Failure,1282
5,1620,69.70557556,121.0386696,39.77121735,49.50408356,Without Failure,1285
9,605,77.44976902,111.4440656,43.91399111,56.75023909,Without Failure,1138
8,553,69.12114017,102.4071982,53.07949206,42.61242825,Without Failure,707
10,1899,58.30625058,112.5598123,54.94435827,38.03371254,Without Failure,1687
4,1373,81.51491149,79.64910458,56.65991884,29.83305722,Without Failure,507
4,452,81.92479235,73.80157394,43.55089568,38.79560928,Overheating,2
10,585,82.0000631,71.66261433,56.05497788,25.83294961,Without Failure,1793
5,983,65.74457652,106.4914888,43.64254371,37.93213121,Sensor Failure,87
3,1900,74.79358787,102.1181777,52.13620626,64.14859413,Without Failure,1525
8,1532,77.39645575,105.3944387,52.9086545,57.61495707,Without Failure,1738
7,1650,80.94592842,114.0361016,46.63874376,43.33917182,Without Failure,548
5,422,81.16927511,64.38971204,54.04849283,50.33485682,Without Failure,1799
10,1213,60.8718982,81.98029752,39.0669949,34.2587592,Mechanical Wear,16
3,1967,92.22143226,90.20235106,45.03524168,31.63930922,Without Failure,1671
5,1148,62.91525505,109.9837969,46.1044689,31.81437245,Without Failure,1558
3,5,58.68836011,102.2322341,53.30554667,38.00484128,Power Failure,85
10,457,45.66265507,139.5037154,53.14470411,50.43066976,Without Failure,1278
5,1914,81.98531121,83.60306872,51.10226357,28.74198311,Without Failure,1636
1,553,89.48845031,107.8346283,51.04578885,46.09108126,Without Failure,937
6,1593,68.67538593,114.2537538,56.38948387,48.75462218,Without Failure,584
10,1962,57.32013562,121.9707071,48.1673193,42.26681316,Mechanical Wear,27
4,521,83.74538009,96.92331755,47.78334084,33.37906474,Without Failure,1833
4,1112,62.02122013,80.46602195,49.23681638,44.2496644,Without Failure,1148
8,845,81.18990329,109.8409681,45.05896846,41.92024884,Without Failure,1019
2,1134,65.75515685,104.3769141,53.10762987,47.32937938,Power Failure,24
4,550,70.60922938,108.6331917,43.84454469,51.96005191,Without Failure,1639
2,1420,78.19245113,120.2580375,49.11132295,28.22914302,Without Failure,1107
1,1994,78.26645099,96.43610948,54.55031421,44.40698467,Without Failure,655
10,1702,76.06753966,84.42124376,48.71762209,46.10739999,Without Failure,1259
3,10,89.70176723,108.4996478,44.76695822,44.79312366,Without Failure,1648
8,1645,92.14326835,104.6211865,51.68285272,45.06681427,Mechanical Wear,10
6,496,92.92322252,95.23978032,53.63275141,36.63018966,Without Failure,706
7,1039,73.23932188,84.83219574,52.35505267,29.47445518,Without Failure,867
2,1056,76.06080496,105.1305436,52.5756788,24.58458306,Without Failure,1687
6,744,88.78280814,112.8471814,46.47981377,50.51671517,Without Failure,1783
8,488,68.48286627,76.13042911,60.95837188,40.18687285,Without Failure,1464
8,1211,70.70244588,100.6583877,55.16316502,43.67395031,Sensor Failure,68
4,735,75.208496,108.849492,46.63422547,41.66741852,Mechanical Wear,12
6,1594,74.80709442,127.0040363,51.11619101,38.31474906,Without Failure,572
5,457,72.13596025,101.0020048,51.10643944,50.78227045,Overheating,44
9,1074,65.6502005,123.3226505,50.80884205,36.98419815,Without Failure,729
8,1294,83.54261134,112.5760945,52.17490402,47.29832535,Without Failure,1411
2,463,71.12613125,112.8820576,50.000442,39.04799089,Without Failure,1332
7,42,76.56355523,87.91511185,52.9713911,17.98127709,Without Failure,1271
7,538,74.9297458,137.1561424,54.37376442,33.93811207,Without Failure,1266
1,567,81.75402772,100.937498,52.00978831,51.21585344,Without Failure,1141
1,120,79.56245872,103.0531476,46.90914468,30.78657135,Without Failure,1078
4,624,72.4471406,100.2955923,55.86750854,46.74801406,Without Failure,1629
5,315,70.8503741,118.5997858,49.74997075,43.45535941,Without Failure,1437
4,1021,73.89255542,129.379243,51.027005,40.94266999,Without Failure,1382
7,1138,63.90200588,109.8943582,47.92532686,41.82789729,Mechanical Wear,51
3,620,66.95727683,94.24344759,56.48348037,46.30674849,Without Failure,995
7,453,80.30502438,125.475701,47.11226905,43.00631093,Without Failure,868
8,686,77.99368961,81.07472399,49.45832376,29.76564797,Without Failure,1319
6,623,65.33965035,89.56451443,62.57089937,51.17018454,Without Failure,1673
6,611,73.80168197,79.18196335,41.00534075,58.89550059,Sensor Failure,36
8,1543,59.36893777,94.49528715,45.72377065,26.72317092,Without Failure,1660
8,958,76.3525145,115.0616385,55.43407646,35.19043673,Without Failure,613
7,646,71.63855639,96.65374535,50.58780481,56.24182066,Power Failure,24
6,762,95.95050607,100.8832404,52.89304813,34.43688578,Without Failure,1698
6,1360,80.87153767,105.4650699,43.41562336,45.08604558,Mechanical Wear,93
10,239,65.4684518,96.57203111,49.05637857,38.88601885,Without Failure,1597
6,733,65.3308325,83.2494682,49.40332726,53.84778313,Without Failure,1524
8,1409,81.37732445,75.19056644,50.07083731,37.42788082,Without Failure,1358
1,1168,83.79325383,119.5968026,50.43112284,23.11802116,Power Failure,83
5,376,93.58552412,90.47368415,39.40361659,46.19824983,Without Failure,1354
3,3,86.56359121,89.71806382,49.31041515,51.36808531,Without Failure,781
8,793,79.77144338,77.58581405,57.47948021,44.14542202,Without Failure,845
6,845,89.2316753,97.93927411,48.629412,32.140368,Without Failure,935
2,1351,75.74576152,108.138566,45.38465465,37.28235286,Overheating,11
7,196,75.30066388,94.53601575,47.02520776,42.59109749,Without Failure,572
7,388,62.87339752,105.2639718,55.96122355,46.23194113,Without Failure,565
5,1663,90.083697,70.35730701,37.38415321,47.95871081,Without Failure,787
8,260,76.32390978,102.5578654,53.18916385,38.31552184,Without Failure,1952
5,602,74.01383069,93.86419065,51.87856428,45.15917414,Overheating,44
1,1860,67.05995345,78.3989153,45.97664467,33.02725723,Mechanical Wear,75
9,1794,87.25376325,75.72385465,65.09188351,56.34165299,Without Failure,1516
4,1957,84.8652687,87.10806395,54.74667859,21.10933372,Without Failure,1281
2,93,65.97764062,81.78258414,50.9257604,58.65695191,Without Failure,1914
4,1280,80.1048276,105.2083997,55.86185233,25.02839543,Without Failure,675
9,135,82.95984259,106.5273948,53.03005553,35.01594065,Overheating,62
2,524,62.53723574,102.5776686,51.92631681,24.32607528,Without Failure,1102
4,1733,81.41238978,105.6446749,50.99835879,45.32046859,Overheating,75
2,497,79.40992688,76.44272028,47.37300731,44.15001451,Without Failure,1961
5,1201,81.23178486,107.6199161,55.24316383,34.01978028,Without Failure,1916
3,111,94.86710416,110.0010573,49.46653139,26.5106952,Sensor Failure,81
10,1287,104.6165995,104.1085717,55.80708789,49.50779853,Power Failure,2
2,1437,87.36230026,98.52832813,55.69114985,37.42479209,Without Failure,747
9,368,77.60493217,88.86264805,54.8171652,40.70927218,Without Failure,1141
5,935,81.38241599,105.0799942,47.91619046,30.33500115,Without Failure,1811
10,1614,79.34027494,94.26545062,45.75452496,47.24176673,Sensor Failure,33
5,1401,98.5174997,113.8421522,49.81694801,37.02040236,Without Failure,1397
1,767,76.37403829,104.1600634,50.02128574,42.79301831,Without Failure,623
6,585,70.85738145,97.47720628,48.07813383,32.92510856,Sensor Failure,28
7,1406,80.48735831,94.85921152,55.11353987,44.49552165,Without Failure,1649
1,672,95.87720482,97.62094521,54.59840603,38.15402112,Without Failure,1931
9,510,65.31355114,97.69326718,53.81464948,22.5148415,Without Failure,712
8,712,68.28103755,98.8324163,57.18496805,43.46407178,Without Failure,767
8,1904,67.72749444,80.62125217,51.19036388,46.32089519,Power Failure,7
7,819,63.02922317,103.57848,44.63151367,30.01201966,Without Failure,512
5,376,65.48829676,102.5549656,56.9869127,53.91543212,Overheating,47
3,544,84.40374926,82.32589693,52.41555881,29.70446521,Without Failure,853
9,72,77.19812758,103.4536237,55.61310421,44.85453765,Without Failure,1938
7,973,62.06143838,99.8262833,52.32153613,57.08566195,Without Failure,1365
10,503,81.85678277,87.54738175,47.10858782,59.65270897,Without Failure,1887
10,1375,78.45454511,109.0948613,44.07456338,29.15373863,Without Failure,811
8,804,84.51640062,120.0863455,54.84787402,47.916669,Without Failure,1662
6,709,68.95997023,91.40880323,48.05596877,35.61359268,Without Failure,1572
5,324,62.72909246,101.5739761,55.27663366,30.65974172,Overheating,86
8,387,81.79881123,118.7324726,40.0326369,42.54517072,Without Failure,1926
3,827,83.25097826,67.11301425,53.35163443,50.01225446,Without Failure,1726
7,239,63.95557398,128.3928994,52.92619326,38.93924547,Without Failure,1199
2,975,77.38099926,101.2051708,58.08825178,25.06284428,Power Failure,20
3,1097,68.83737184,111.3632364,48.01449129,27.03166043,Sensor Failure,30
2,30,84.7115438,74.46915042,49.87703616,47.53014108,Without Failure,889
5,478,81.62174443,79.52536828,57.97088659,45.05651622,Power Failure,35
7,1037,87.18741229,85.52618487,56.98276419,45.11864118,Without Failure,1430
10,716,66.58770961,84.15009034,47.33361337,27.19044812,Without Failure,1954
10,1339,68.10272659,65.04203108,44.93144651,33.51453221,Without Failure,1321
1,67,71.29408686,82.13382589,50.66794281,34.15278486,Without Failure,1829
10,1663,69.69949306,87.53466224,55.14603381,27.67811388,Without Failure,833
9,1005,78.68452,78.49597172,53.51214909,41.21620073,Without Failure,1326
1,537,64.22919803,122.3249113,49.47699595,32.67232336,Without Failure,1517
1,1943,90.21203617,109.5618197,61.0075101,37.70229334,Without Failure,1462
10,1719,92.43827844,88.96500744,48.5812496,31.87102899,Without Failure,1007
8,1672,86.09442729,108.7045813,52.15216055,28.27452745,Power Failure,88
6,290,80.00083709,105.0348942,44.28082215,27.78863436,Overheating,58
6,1641,73.76837051,74.15699781,46.73802973,31.17011809,Overheating,39
9,974,76.8890857,106.4464878,50.18601005,43.10778167,Without Failure,840
4,23,67.43708566,93.74286785,52.77085293,31.0866515,Without Failure,1472
8,414,76.57431343,110.3585736,39.25075647,41.50638921,Without Failure,1317
4,850,78.35345857,83.76790793,46.1496849,51.55949072,Without Failure,1111
2,961,66.74651894,108.1578376,39.17140689,40.41472513,Without Failure,1413
8,1729,91.2140835,115.7708734,41.80593172,26.91581089,Without Failure,810
7,680,74.1577357,105.976691,57.76242899,34.71704672,Without Failure,1751
4,1059,64.71275769,73.12031654,46.74012457,51.01051214,Overheating,54
9,100,72.9469106,136.8805561,61.29093537,40.04631497,Without Failure,689
9,545,68.97483397,108.9247477,43.74803679,32.26150889,Without Failure,972
8,1912,66.59710638,96.41242457,54.13489854,34.58167901,Without Failure,543
1,38,90.7132438,109.35048,51.28261377,53.96021052,Without Failure,1707
7,210,75.09954349,131.683228,50.27205957,50.13741255,Without Failure,1741
5,741,85.29783422,78.79832486,43.07167765,38.92137947,Without Failure,1392
7,1814,79.11452825,116.3951125,48.08059668,38.13243893,Without Failure,769
9,591,79.76626704,97.50409669,50.04250357,43.6142003,Sensor Failure,59
2,749,74.8630563,95.23988187,48.38120306,33.47087203,Without Failure,1977
4,171,70.6800417,96.13647967,52.23400804,49.62227932,Without Failure,1163
4,837,87.99966616,68.6265346,47.64085685,40.69659475,Without Failure,1144
2,441,81.54246525,107.2076832,47.65671315,28.26709681,Without Failure,1102
3,1082,73.19140651,63.58669828,49.99460142,49.13187769,Without Failure,1709
8,1433,84.94386901,92.16011923,54.75153627,31.01019074,Without Failure,1665
9,533,90.10129326,92.45869878,60.27088496,21.93662556,Without Failure,1096
6,364,78.6604772,94.26421549,46.46042493,50.69644009,Power Failure,15
10,366,90.5141177,67.64124577,38.82417647,49.4478376,Without Failure,1809
2,1367,70.22818122,113.3557205,54.14235934,33.01858036,Without Failure,964
2,1773,66.00368643,72.39071248,56.58622426,59.59786145,Without Failure,1224
7,295,71.57027434,86.10618768,43.87017835,48.86226243,Without Failure,1021
8,1364,75.41245686,91.82315405,56.50380073,18.57950164,Power Failure,29
8,605,90.55375087,95.28381605,53.12476519,32.05929339,Without Failure,1681
6,755,71.19069367,105.715351,44.12580569,53.11299668,Sensor Failure,43
10,522,78.84237214,100.2945103,36.74229423,61.76598151,Without Failure,1676
8,1652,86.00969062,128.9659713,46.59776196,39.01521402,Overheating,53
1,264,79.6744443,105.2197459,55.4796679,47.80320185,Without Failure,1417
9,1547,70.06435196,104.1318328,47.32963998,34.77344628,Without Failure,1840
1,1689,62.21387675,91.36365041,50.44926382,44.40437628,Without Failure,1393
3,1061,87.18865451,104.5485216,41.56467618,36.51936557,Overheating,4
9,1154,64.47509379,92.67231117,54.20886055,23.64182886,Power Failure,3
5,381,71.21337459,92.81112715,48.26419207,38.29389479,Without Failure,601
9,1248,75.33942183,147.5610788,54.8615452,68.9019672,Mechanical Wear,72
9,1166,87.63433634,123.1413708,44.33453899,35.82349968,Sensor Failure,11
6,430,84.9770757,86.96850407,41.33858917,41.29597154,Without Failure,1374
1,388,76.48343061,109.7353352,54.47877457,44.28262968,Without Failure,1795
10,53,87.1277932,104.0534131,53.87045383,38.5756857,Power Failure,5
7,23,89.32695534,90.05897787,46.87576432,32.72117454,Power Failure,93
6,394,70.2332632,131.2638096,62.1792055,43.80959695,Without Failure,1362
9,632,71.06800755,96.99187065,51.14739579,45.33546781,Sensor Failure,59
7,118,82.4919438,120.7757942,49.49423539,41.10202548,Without Failure,544
4,1696,91.96997465,90.12057319,52.2916201,34.06806984,Without Failure,569
7,982,68.05163584,116.4977646,52.47433931,36.87964612,Without Failure,1288
2,1609,56.57878185,120.0376976,55.60404063,32.45472975,Without Failure,1922
6,1208,81.49597249,85.45224534,46.99990325,46.33705639,Without Failure,771
6,1971,88.64335188,95.07363525,50.62997064,42.80370463,Without Failure,813
2,191,76.29480779,98.70272054,49.37879108,41.13365836,Without Failure,1156
4,1962,101.3402523,124.5151804,50.94384757,30.14019824,Without Failure,817
8,1755,66.62847454,123.2962724,58.1969102,27.53672118,Without Failure,1910
8,486,67.57810219,94.06343278,49.12792599,38.66518145,Without Failure,1362
8,632,67.44231798,94.24383455,49.12354793,19.27312953,Sensor Failure,38
8,720,75.87098946,103.677474,50.0394731,44.70756099,Power Failure,61
1,383,76.10011266,76.42861171,49.39925684,37.68188677,Without Failure,1920
2,811,67.30221468,119.0821809,49.10697205,31.75245078,Overheating,86
4,345,86.23333786,87.05383764,51.90450709,24.60800004,Without Failure,522
9,472,77.67806261,101.4600123,50.40003259,40.78571264,Without Failure,1302
3,675,64.65181843,121.0211433,51.10643542,43.58665411,Sensor Failure,80
6,1803,81.13731847,106.679106,53.09009993,54.36536691,Without Failure,1629
7,1975,70.79640375,94.03496429,54.38207461,34.7174989,Without Failure,836
8,2,76.01576968,84.65912281,54.99850492,53.89674232,Without Failure,1452
7,1073,83.8731571,99.17642771,54.83346076,41.47047893,Without Failure,1240
3,924,84.99108745,95.66037958,52.8925035,41.91232181,Without Failure,850
6,875,84.16565223,139.3708252,44.23835766,58.86575025,Without Failure,667
5,1527,75.49697593,87.92025034,46.69211413,45.49045945,Mechanical Wear,8
10,983,65.25200551,92.02026507,47.91722411,44.15752115,Without Failure,1805
4,1234,71.81386829,84.96563047,49.29702946,34.61747881,Without Failure,1793
1,972,75.23194115,96.11132463,46.54544065,27.38024432,Without Failure,1303
7,1551,90.46182363,107.83094,45.94626088,44.49415768,Without Failure,1626
8,1703,69.73927327,85.8056,43.13107891,44.03577464,Without Failure,1845
2,1306,77.01756269,105.2924032,48.25927725,37.79778684,Without Failure,1791
7,378,62.67037101,81.81592001,50.49708135,37.15923512,Without Failure,518
6,1349,78.4053248,113.9859313,48.65075273,26.55519336,Overheating,86
5,1321,74.54574085,93.14190439,48.43818956,35.17993447,Without Failure,550
4,1720,73.7077417,95.09618203,51.11476697,48.85196899,Without Failure,1570
2,137,83.46628428,121.103935,52.83352113,39.76731607,Without Failure,602
10,124,68.14255926,93.45515916,51.11956754,27.41919234,Without Failure,1324
6,933,89.00879257,105.9573273,51.809205,40.81435355,Without Failure,743
5,1415,67.40387894,110.5915824,53.64224115,61.81436099,Without Failure,788
2,1425,88.66053599,119.5166939,47.46454551,60.42498163,Sensor Failure,55
10,479,59.03837379,104.9238551,55.5243894,29.30275236,Overheating,17
7,1424,78.05843701,95.24549143,47.43134331,27.93735169,Without Failure,1883
6,569,81.10296778,92.16962256,48.25769023,33.92713274,Without Failure,957
9,1385,71.40250831,104.7225459,38.71324077,35.07123075,Without Failure,939
10,65,77.77782527,88.61506431,47.32155291,36.96246998,Without Failure,1099
5,1451,71.36405665,108.1035941,43.38269519,24.32158744,Without Failure,1149
9,851,79.47759246,103.0158612,55.85303011,43.09494331,Without Failure,980
9,1737,77.50361768,82.49700025,54.29067813,31.82702828,Without Failure,1151
1,1544,97.16931357,81.57183859,46.95529492,40.10921858,Without Failure,1243
5,431,61.2141845,101.240664,47.75280383,36.20315105,Without Failure,584
9,1958,77.0092652,95.69203988,42.64566435,35.07796099,Without Failure,553
7,1128,70.79194001,112.2356006,45.79958559,25.34719466,Power Failure,15
6,1112,76.24562123,86.24016778,52.60276785,34.84264677,Without Failure,1689
6,600,73.64145103,110.975269,56.12731628,28.29255896,Without Failure,575
7,855,71.51482534,111.4014214,49.42354988,27.71075588,Without Failure,1768
1,5,69.76943761,82.26800034,50.34855878,27.49024292,Without Failure,1707
4,157,82.14378107,96.6583272,50.49317464,42.00373889,Without Failure,675
1,1402,71.26868138,120.4938055,47.3335123,21.18958913,Without Failure,1452
6,329,74.78275004,106.0101074,51.28460509,51.19442189,Without Failure,961
4,1126,76.85751368,98.52107217,48.49344075,50.44935088,Without Failure,1350
1,222,67.75478319,112.8729374,53.08943342,59.91762313,Without Failure,1142
9,401,81.09277856,92.62949774,49.67926254,29.7292287,Without Failure,1994
4,1706,65.41357827,95.08234371,42.5978655,38.91167981,Without Failure,1809
6,544,79.93339286,102.5279889,52.43014588,35.62324745,Without Failure,933
7,508,79.01886766,121.3141196,50.60877284,30.23494432,Without Failure,669
8,1716,73.66980946,86.18772187,47.63956756,31.68358706,Without Failure,1398
9,183,64.05145493,107.0603415,49.76580274,52.10559739,Without Failure,944
9,914,75.06738545,94.00589338,45.25814009,48.88649709,Without Failure,1744
8,1110,64.67649249,118.6398924,44.63180664,33.33788068,Without Failure,591
10,580,73.88008085,111.4855017,48.02014448,43.86181329,Sensor Failure,1
3,1403,82.8889706,98.85290393,51.4895853,46.41309225,Without Failure,767
2,537,74.84552908,108.9555424,52.0231893,25.58025619,Without Failure,1343
5,1436,87.54035449,91.35435182,44.24405101,37.38628321,Overheating,17
1,1943,77.95083512,90.494629,49.93322888,48.7302162,Without Failure,678
3,517,82.73305873,137.8501502,44.49864659,13.4427993,Without Failure,756
1,767,82.16711602,94.4079063,50.35393725,36.42577437,Sensor Failure,19
3,1717,89.07113959,102.6703685,49.02559945,40.48128567,Without Failure,1368
4,294,61.94886013,94.11042886,50.77258606,35.29772221,Without Failure,689
7,1014,69.77008726,80.72228019,46.38019325,33.72729317,Without Failure,1998
5,259,75.27898315,84.69048301,56.33207832,44.31876195,Sensor Failure,40
5,1407,83.00681356,105.0765665,59.64642684,40.1733534,Without Failure,1662
1,825,76.68367266,78.82876704,48.72999876,16.16070629,Without Failure,1674
8,1327,74.93585698,89.32990378,46.31923876,36.16491783,Without Failure,1495
4,315,85.30382214,109.7833011,44.44416591,24.22798404,Without Failure,1190
10,745,71.62276402,103.3966662,43.53386793,41.0916987,Without Failure,1182
5,1817,71.15754724,93.81381404,54.98974151,31.01076882,Without Failure,1453
2,718,80.20813612,93.35031602,47.43625537,44.58667357,Without Failure,643
1,1100,98.94019815,84.55368015,43.21752365,16.19909961,Without Failure,1188
9,679,74.80290712,133.4383924,44.14446489,37.09417974,Without Failure,1142
2,853,68.53853173,85.25783329,43.71052849,39.41530246,Without Failure,1794
6,1402,69.33069192,115.1584726,56.34152438,22.96587218,Without Failure,622
1,460,71.3408903,66.84621654,57.09949235,45.51198538,Without Failure,576
1,1079,88.26046175,113.1299422,48.83732447,47.82301767,Without Failure,936
9,806,71.33949294,114.6590045,48.19163587,42.00374386,Without Failure,1604
4,1104,78.04581462,86.01613623,39.42149316,31.15595682,Without Failure,1914
9,1702,74.08044534,90.73917162,42.77744747,21.29743838,Without Failure,1520
5,1199,61.86854438,116.0201376,45.43163271,32.50343645,Without Failure,601
7,792,71.7229117,82.87413314,52.90400843,42.66376498,Without Failure,1446
1,929,50.25538342,106.5524048,61.86917351,55.0123407,Without Failure,1599
6,1406,76.75100755,89.84375972,53.66849811,44.164376,Without Failure,659
8,148,79.89545062,113.5092568,49.13944577,20.34772865,Without Failure,1962
1,767,66.54399473,127.9372467,50.70474633,38.91895001,Without Failure,728
9,1304,69.57905166,84.90887057,50.50520049,41.96441352,Without Failure,1121
3,344,61.59480515,108.8336042,48.2694707,22.20642609,Without Failure,618
1,1813,52.83668261,114.6740863,49.12522296,35.97387169,Without Failure,1300
1,1814,59.93823647,70.08526096,41.29595204,48.81188487,Without Failure,833
6,1432,81.52004306,115.0661325,46.23121027,41.65481877,Without Failure,684
6,1741,71.85728904,105.2566472,47.88455863,28.95249379,Without Failure,553
1,973,77.09370114,109.6170683,44.36137835,45.51486059,Without Failure,1645
3,921,95.4094706,72.61553987,50.94552912,38.97499835,Without Failure,1995
7,29,84.98789472,111.158447,52.60843593,52.29053646,Sensor Failure,65
10,729,80.39035745,97.25638224,56.41112925,24.09476197,Without Failure,1059
3,1445,70.15267622,82.91468984,47.82468109,34.79093733,Sensor Failure,30
3,981,90.59391807,110.5186397,40.45178327,20.88027508,Without Failure,1875
3,230,87.35253738,112.1673291,57.92221056,30.9432395,Without Failure,1087
7,1382,83.93129141,98.84843961,45.00476387,48.65551391,Without Failure,1632
4,1185,74.95079665,105.4429401,60.18820009,50.19465595,Without Failure,1653
4,728,65.7546517,97.57378798,57.59642426,59.98094434,Without Failure,1814
3,1251,90.17316132,79.37109563,48.23117537,32.98618609,Without Failure,804
10,1868,83.70515159,97.83569383,48.39984612,57.69525046,Without Failure,662
9,1244,72.96429821,117.997704,43.77957547,51.20884444,Without Failure,1453
2,745,72.23227566,118.2111727,38.40414816,36.90862625,Without Failure,1024
4,1096,62.78424633,87.61786602,52.55823423,41.96492044,Without Failure,516
8,398,82.60358553,103.5923109,49.10123303,34.72889611,Without Failure,1038
6,94,76.70483169,101.150721,55.55991295,48.04964386,Without Failure,1645
7,1963,78.97757393,107.4136284,56.29106367,25.40709753,Without Failure,1438
7,474,84.30298355,100.7812127,40.96719247,32.26998773,Without Failure,1669
2,1118,82.21945776,110.8328653,50.20404679,41.71391757,Without Failure,564
4,1929,66.25018945,93.79219078,60.60742098,41.51485073,Without Failure,1816
10,1778,75.22378134,116.5501763,44.87782927,40.69984747,Without Failure,1866
10,1908,79.12799877,92.0329083,55.70400104,28.56816093,Without Failure,637
6,1828,79.8824818,102.8875646,51.68842472,28.32529283,Without Failure,1101
3,774,59.0972668,109.9849972,51.39434913,35.65985705,Without Failure,1283
9,1147,64.93967837,103.2598228,49.58288549,19.54219804,Without Failure,1275
4,799,81.57343865,64.86727814,43.57992531,48.61973671,Without Failure,611
10,1523,81.42091362,104.4867176,41.83621545,47.97872304,Without Failure,500
2,1802,91.09687577,110.3406192,46.68161956,45.11551974,Sensor Failure,91
6,943,59.49947614,104.4692854,44.25357168,40.29371335,Without Failure,1410
1,1022,83.97615517,114.1194219,52.45525826,37.00416841,Without Failure,1616
6,620,78.76333282,117.5784394,60.37535849,22.46095724,Without Failure,793
10,859,64.49091269,89.57810631,57.46086112,47.79597094,Without Failure,1519
1,963,57.32508265,74.29048863,47.40948637,41.6399897,Without Failure,1847
8,1071,84.40910884,82.00619913,55.74375602,55.82108187,Without Failure,559
5,812,65.16469299,101.0699187,54.15997805,39.68361944,Without Failure,972
6,94,61.85842449,109.193873,51.05038224,38.02050709,Without Failure,1038
2,1500,79.53531033,98.12641948,58.41174962,31.41810042,Without Failure,582
2,32,74.90336922,79.25559406,40.82282779,44.88230008,Without Failure,1769
